Id,Prediction
390,[0.08704095, 0.91295904]
391,[0.011501182, 0.98849887]
392,[0.42767274, 0.5723273]
393,[0.9999958, 4.184325e-06]
394,[0.12727587, 0.8727242]
395,[0.97041017, 0.029589854]
396,[0.4599075, 0.54009247]
397,[0.43459082, 0.5654092]
398,[0.102892555, 0.8971075]
399,[0.7653872, 0.23461281]
400,[0.3256882, 0.6743118]
401,[0.015528748, 0.98447126]
402,[0.8285686, 0.17143139]
403,[0.99670875, 0.0032912018]
404,[0.03733072, 0.9626693]
405,[0.24051212, 0.7594879]
406,[0.8329601, 0.16703989]
407,[0.9751482, 0.024851816]
408,[0.880916, 0.11908402]
409,[0.937665, 0.062334996]
410,[0.9947666, 0.005233375]
411,[0.9947666, 0.005233375]
412,[1.0, 2.2397533e-08]
413,[0.058929775, 0.94107026]
414,[0.4316174, 0.56838256]
415,[0.005212911, 0.9947871]
416,[0.44665423, 0.5533458]
417,[0.6532858, 0.34671423]
418,[0.8735611, 0.12643887]
419,[0.93051845, 0.069481544]
420,[0.99130964, 0.0086903265]
421,[0.69857424, 0.3014258]
422,[0.24298066, 0.75701934]
423,[0.06353044, 0.9364696]
424,[0.08507367, 0.9149263]
425,[0.9555598, 0.044440262]
426,[0.7576718, 0.24232818]
427,[0.92255247, 0.07744756]
428,[0.053341333, 0.94665873]
429,[0.39026013, 0.6097399]
430,[0.85276425, 0.14723577]
431,[0.9668414, 0.033158574]
432,[0.07734829, 0.9226517]
433,[0.14262745, 0.8573725]
434,[0.8468208, 0.15317927]
435,[0.24137428, 0.75862575]
436,[0.58181465, 0.4181854]
437,[0.845455, 0.15454495]
438,[0.4378293, 0.56217074]
439,[0.03324462, 0.9667554]
440,[0.7652377, 0.23476233]
441,[0.071150176, 0.9288498]
442,[0.07561815, 0.92438185]
443,[0.08166737, 0.91833264]
444,[0.33562773, 0.6643723]
445,[0.40817606, 0.59182394]
446,[0.36263296, 0.637367]
447,[0.4372079, 0.56279206]
448,[0.89280915, 0.107190795]
449,[0.055949688, 0.94405025]
450,[0.22633363, 0.7736664]
451,[0.9970897, 0.0029103998]
452,[0.9894944, 0.010505634]
453,[0.67156774, 0.32843223]
454,[0.017595526, 0.9824044]
455,[0.009597335, 0.9904027]
456,[0.18593875, 0.8140612]
457,[0.23385838, 0.76614165]
458,[0.41050854, 0.5894915]
459,[0.5633899, 0.4366101]
460,[0.9532539, 0.046746008]
461,[0.22455509, 0.7754449]
462,[0.15227638, 0.8477236]
463,[0.7627231, 0.2372769]
464,[0.5781148, 0.42188522]
465,[0.029317928, 0.970682]
466,[0.3495822, 0.6504178]
467,[0.9777951, 0.022204924]
468,[0.9994642, 0.00053584337]
469,[0.091633946, 0.9083661]
470,[0.04328247, 0.9567175]
471,[0.55685014, 0.4431498]
472,[0.4633273, 0.5366727]
473,[0.109554715, 0.8904453]
474,[0.413973, 0.58602697]
475,[0.001178791, 0.9988212]
476,[0.001178791, 0.9988212]
477,[0.2237663, 0.77623373]
478,[0.89840716, 0.10159287]
479,[0.57163346, 0.42836657]
480,[0.098609164, 0.90139085]
481,[0.11233496, 0.8876651]
482,[0.27811718, 0.7218829]
483,[0.37946826, 0.6205318]
484,[0.09218611, 0.9078139]
485,[0.09091646, 0.9090835]
486,[0.047037937, 0.9529621]
487,[0.5430506, 0.45694944]
488,[0.00028575046, 0.9997142]
489,[0.31496334, 0.68503666]
490,[0.41315067, 0.5868493]
491,[0.7547616, 0.24523845]
492,[0.011943468, 0.98805654]
493,[0.800903, 0.19909696]
494,[0.9857178, 0.014282243]
495,[0.52096677, 0.47903323]
496,[0.31052232, 0.6894777]
497,[0.20613319, 0.7938668]
498,[0.14404128, 0.85595876]
499,[0.33562773, 0.6643723]
500,[0.036854077, 0.9631459]
501,[0.0705717, 0.9294283]
502,[0.41483146, 0.5851686]
503,[0.36414528, 0.6358547]
504,[0.033867124, 0.9661329]
505,[0.42636988, 0.57363015]
506,[0.99753153, 0.0024683904]
507,[0.18523969, 0.81476027]
508,[0.46946666, 0.5305334]
509,[0.07939621, 0.9206038]
510,[0.71374315, 0.28625688]
511,[0.71374315, 0.28625688]
512,[0.050954096, 0.9490459]
513,[0.64054424, 0.3594558]
514,[0.10427215, 0.8957279]
515,[0.7306097, 0.26939029]
516,[0.33567497, 0.66432506]
517,[0.7742868, 0.22571313]
518,[0.7289037, 0.27109626]
519,[0.8699201, 0.13007993]
520,[0.9766987, 0.023301331]
521,[0.030627487, 0.96937245]
522,[0.82643956, 0.17356046]
523,[0.3461553, 0.6538447]
524,[0.0030478437, 0.9969522]
525,[0.026225086, 0.97377485]
526,[1.0, 8.762839e-09]
527,[0.304368, 0.695632]
528,[0.96942466, 0.030575305]
529,[0.012124806, 0.98787516]
530,[0.96139675, 0.038603242]
531,[0.99989974, 0.00010020589]
532,[0.6205643, 0.37943572]
533,[0.999329, 0.0006710082]
534,[1.0, 2.4532693e-10]
535,[0.9989066, 0.001093432]
536,[0.14879984, 0.85120016]
537,[0.999928, 7.202609e-05]
538,[0.6525604, 0.34743956]
539,[0.28316745, 0.7168325]
540,[0.19503842, 0.80496156]
541,[0.71816105, 0.28183895]
542,[0.9999422, 5.778507e-05]
543,[0.28012446, 0.7198756]
544,[0.75220776, 0.24779227]
545,[0.9732328, 0.02676723]
546,[0.20121776, 0.7987822]
547,[0.032530174, 0.9674699]
548,[0.9420873, 0.057912715]
549,[0.9199196, 0.0800804]
550,[0.20355454, 0.7964455]
551,[0.40954465, 0.59045535]
552,[0.0812211, 0.91877896]
553,[0.41453364, 0.5854664]
554,[0.30084583, 0.6991542]
555,[0.25837335, 0.7416266]
556,[0.30453426, 0.69546574]
557,[0.6299574, 0.3700426]
558,[0.0009430126, 0.999057]
559,[0.031666633, 0.96833336]
560,[0.1856925, 0.81430745]
561,[0.013031414, 0.9869686]
562,[0.33395612, 0.6660439]
563,[1.0, 4.6015344e-08]
564,[0.9986731, 0.0013269065]
565,[0.56406164, 0.43593836]
566,[0.99660516, 0.0033948566]
567,[0.33045906, 0.669541]
568,[0.2205981, 0.77940196]
569,[0.4381351, 0.5618649]
570,[0.9768375, 0.023162518]
571,[0.9976019, 0.0023980674]
572,[0.9997789, 0.00022104301]
573,[0.99999976, 2.0203062e-07]
574,[0.032249484, 0.96775055]
575,[0.5926978, 0.4073022]
576,[0.3802804, 0.61971956]
577,[0.021149792, 0.9788502]
578,[1.0, 3.9910517e-10]
579,[0.9067904, 0.09320964]
580,[0.9355586, 0.064441375]
581,[0.39546144, 0.60453856]
582,[0.22799155, 0.7720084]
583,[0.97940594, 0.020593999]
584,[0.18419954, 0.8158004]
585,[0.13548413, 0.86451584]
586,[0.37575135, 0.6242487]
587,[0.057813715, 0.9421863]
588,[0.21649118, 0.7835089]
589,[0.78446937, 0.21553062]
590,[1.0, 1.884659e-08]
591,[0.9077291, 0.09227086]
592,[0.014213592, 0.98578644]
593,[0.8296543, 0.17034574]
594,[0.023742653, 0.9762573]
595,[0.7419819, 0.2580181]
596,[0.7635515, 0.2364485]
597,[0.99999964, 3.899972e-07]
598,[0.40800163, 0.59199834]
599,[0.29801872, 0.70198125]
600,[0.6646805, 0.33531955]
601,[0.90314406, 0.09685589]
602,[0.9996439, 0.00035611494]
603,[0.037096266, 0.9629037]
604,[0.3338029, 0.6661971]
605,[0.6648597, 0.33514026]
606,[0.33839893, 0.66160107]
607,[0.04568959, 0.9543104]
608,[0.97421026, 0.02578974]
609,[0.99999547, 4.4783305e-06]
610,[0.8808582, 0.11914178]
611,[0.0064444467, 0.9935555]
612,[0.047185313, 0.9528147]
613,[0.22103502, 0.778965]
614,[0.9980611, 0.0019388979]
615,[0.9980611, 0.0019388979]
616,[0.9901962, 0.009803724]
617,[0.8768588, 0.12314127]
618,[0.6032127, 0.39678732]
619,[0.4253814, 0.57461864]
620,[0.5698274, 0.43017265]
621,[0.29800326, 0.70199674]
622,[0.93571854, 0.06428153]
623,[0.35803574, 0.64196426]
624,[0.015202392, 0.98479754]
625,[0.75225013, 0.2477499]
626,[0.4687934, 0.53120655]
627,[0.9999441, 5.587773e-05]
628,[0.7659439, 0.23405616]
629,[0.20403087, 0.7959691]
630,[0.45975927, 0.54024076]
631,[0.55518025, 0.44481978]
632,[0.28413922, 0.7158608]
633,[0.25683734, 0.74316263]
634,[0.8724681, 0.12753196]
635,[0.8042449, 0.19575512]
636,[0.075308345, 0.9246916]
637,[0.44269788, 0.5573021]
638,[0.7517513, 0.24824867]
639,[0.9999938, 6.2259383e-06]
640,[0.94556314, 0.05443681]
641,[0.025840838, 0.9741591]
642,[0.8755569, 0.124443084]
643,[0.06312294, 0.9368771]
644,[0.0830946, 0.9169054]
645,[1.0, 6.662413e-09]
646,[0.14720665, 0.85279334]
647,[0.16995876, 0.8300413]
648,[0.16995876, 0.8300413]
649,[0.7928038, 0.20719616]
650,[0.9996125, 0.00038752414]
651,[0.06531354, 0.9346864]
652,[0.25533676, 0.74466324]
653,[0.7324407, 0.2675593]
654,[0.43658862, 0.56341136]
655,[0.10063034, 0.89936966]
656,[0.0016104756, 0.9983896]
657,[0.046824716, 0.9531753]
658,[0.99997616, 2.3843359e-05]
659,[0.70309037, 0.2969096]
660,[0.7252753, 0.27472466]
661,[0.11042728, 0.88957274]
662,[0.37141407, 0.628586]
663,[0.0004892176, 0.99951077]
664,[0.16730578, 0.8326942]
665,[0.82001233, 0.17998773]
666,[0.087523274, 0.91247666]
667,[0.028050533, 0.97194946]
668,[0.47961643, 0.52038354]
669,[0.99753904, 0.0024609999]
670,[0.9640306, 0.03596936]
671,[0.0014738981, 0.9985261]
672,[0.5978705, 0.4021295]
673,[0.8110213, 0.18897866]
674,[0.046966787, 0.9530332]
675,[0.31159437, 0.68840563]
676,[1.0, 4.964231e-08]
677,[0.72293746, 0.27706257]
678,[0.8375654, 0.1624346]
679,[0.99999774, 2.2278866e-06]
680,[1.0, 3.4322385e-09]
681,[1.0, 3.4322385e-09]
682,[0.16023219, 0.8397678]
683,[0.99858284, 0.0014171549]
684,[0.41185653, 0.58814347]
685,[0.3125662, 0.68743384]
686,[0.730711, 0.26928902]
687,[0.32349488, 0.67650515]
688,[0.022358583, 0.9776414]
689,[0.76642907, 0.23357093]
690,[0.83292323, 0.16707678]
691,[0.86425203, 0.13574801]
692,[0.22867696, 0.7713231]
693,[0.5727437, 0.4272563]
694,[0.73101985, 0.26898015]
695,[0.73101985, 0.26898015]
696,[0.73101985, 0.26898015]
697,[0.32567847, 0.6743215]
698,[0.3639827, 0.6360173]
699,[0.41542056, 0.58457947]
700,[0.86159855, 0.13840146]
701,[0.6817715, 0.31822848]
702,[0.28510728, 0.7148927]
703,[0.33736986, 0.6626302]
704,[0.23580234, 0.7641977]
705,[0.020998733, 0.97900134]
706,[0.7870289, 0.2129711]
707,[0.0016289381, 0.99837106]
708,[0.5317805, 0.46821955]
709,[0.9990804, 0.00091952697]
710,[0.15101168, 0.84898835]
711,[1.0, 1.0579507e-11]
712,[1.0, 1.0579507e-11]
713,[0.04173441, 0.9582656]
714,[0.024794692, 0.9752053]
715,[0.023404213, 0.97659576]
716,[0.7635877, 0.23641226]
717,[0.0017748296, 0.99822515]
718,[0.020599967, 0.9794]
719,[0.007558883, 0.9924412]
720,[0.6983872, 0.30161276]
721,[0.6788881, 0.32111192]
722,[0.60554904, 0.394451]
723,[0.1544816, 0.8455184]
724,[0.9572577, 0.04274231]
725,[0.9572577, 0.04274231]
726,[0.88082194, 0.119178034]
727,[0.0048589255, 0.995141]
728,[0.35819244, 0.64180756]
729,[0.09416145, 0.9058386]
730,[0.31090507, 0.6890949]
731,[0.13444796, 0.865552]
732,[0.0170533, 0.98294675]
733,[1.8924102e-05, 0.99998105]
734,[0.9837023, 0.016297746]
735,[0.99093246, 0.009067582]
736,[0.00396367, 0.99603635]
737,[0.00396367, 0.99603635]
738,[0.84590757, 0.15409246]
739,[0.80507666, 0.19492339]
740,[0.21168683, 0.7883132]
741,[0.3705894, 0.62941056]
742,[0.030642468, 0.96935755]
743,[0.9998572, 0.00014280665]
744,[0.09073013, 0.9092698]
745,[0.9999993, 6.7207617e-07]
746,[0.008779424, 0.99122065]
747,[0.65881747, 0.3411826]
748,[0.0027175145, 0.9972825]
749,[0.7760286, 0.22397141]
750,[0.08329152, 0.9167085]
751,[0.99999905, 9.068359e-07]
752,[0.021181017, 0.978819]
753,[0.15093704, 0.849063]
754,[0.04089095, 0.9591091]
755,[0.21967901, 0.78032094]
756,[0.5659025, 0.43409756]
757,[0.59784716, 0.40215278]
758,[0.17268091, 0.827319]
759,[0.96233326, 0.037666738]
760,[0.99999905, 9.2969645e-07]
761,[0.99999905, 9.2969645e-07]
762,[0.99999905, 9.2969645e-07]
763,[0.5001579, 0.49984214]
764,[0.2551232, 0.74487686]
765,[0.9998752, 0.0001247667]
766,[0.9998752, 0.0001247667]
767,[0.48826596, 0.51173407]
768,[0.027198918, 0.9728011]
769,[0.27179042, 0.72820956]
770,[1.0, 1.7016564e-09]
771,[0.05590026, 0.9440998]
772,[0.9937115, 0.006288588]
773,[0.014034764, 0.98596525]
774,[0.56005985, 0.43994018]
775,[0.033824462, 0.9661755]
776,[0.966805, 0.033195022]
777,[0.013845472, 0.9861545]
778,[0.79717773, 0.2028223]
779,[0.5226799, 0.47732013]
780,[0.65246487, 0.34753516]
781,[0.6985895, 0.30141053]
782,[0.7538783, 0.24612169]
783,[0.90796286, 0.09203713]
784,[0.0003589934, 0.99964094]
785,[0.52274245, 0.47725752]
786,[2.1138821e-06, 0.99999785]
787,[0.48566353, 0.51433647]
788,[0.14176258, 0.8582374]
789,[0.4485437, 0.55145633]
790,[0.78017247, 0.2198275]
791,[0.15470849, 0.8452915]
792,[0.011213019, 0.988787]
793,[0.9681825, 0.03181753]
794,[0.12690072, 0.8730993]
795,[0.48771745, 0.51228255]
796,[0.2482651, 0.75173485]
797,[0.17484407, 0.825156]
798,[0.96435624, 0.03564377]
799,[0.07643669, 0.9235633]
800,[1.0, 1.4300586e-08]
801,[0.0870936, 0.91290635]
802,[0.27413198, 0.72586805]
803,[0.56249994, 0.4375001]
804,[0.1433224, 0.85667765]
805,[0.9998791, 0.00012087765]
806,[0.99999857, 1.4631236e-06]
807,[0.99999857, 1.4631236e-06]
808,[0.30313477, 0.69686526]
809,[0.9999995, 4.224027e-07]
810,[0.7196579, 0.2803421]
811,[0.17981161, 0.8201884]
812,[0.27089396, 0.729106]
813,[0.35667604, 0.6433239]
814,[0.4068906, 0.59310937]
